ST-01;UA6FJ;2008-11-08;W
ST-02;UA6F;2024-03-21;W
ST-03;UA7T;2024-03-19;W
ST-05;R7TO;2015-03-28;W
ST-06;RV6HU;2002-08-04;W
ST-07;RN6HGN;2015-03-16;W
ST-08;R6FIT;2023-11-28;W
ST-09;R6FFB;2024-10-27;W
ST-11;R7HL;2013-01-09;W
ST-12;RA6GW;2015-01-10;W
ST-17;RV6HEO;2024-01-06;W
ST-19;UD7G;2023-12-10;W
ST-20;RA6FCU;2020-12-30;W
ST-21;R6TX;2020-11-06;W
ST-22;RV6FT;2013-09-21;W
ST-24;RK21NY;2021-01-03;W
ST-28;RW6HJV;2002-01-25;W
ST-33;RW6HP;2024-01-06;W
ST-36;R7HC;2020-12-21;W
ST-37;UB6HQQ;2024-01-07;W
ST-38;RK21NY;2021-01-04;W
SV-01;RV9CT;2024-03-20;W
SV-02;RW9CC;2015-03-29;W
SV-03;UA9CGL;2020-12-30;W
SV-04;RY9C;2006-03-18;W
SV-05;RU9CK;2006-03-18;W
SV-06;RU9CK;2020-11-07;W
SV-07;RA9DZ;2014-03-15;W
SV-08;RU9CC;2007-08-18;W
SV-09;RA9CCK;2023-11-28;W
SV-11;RK9DC;2014-03-15;W
SV-12;R9CA;2021-02-17;W
SV-17;UA9CDV;2006-08-20;W
SV-20;R8CEG;2024-01-29;W
SV-22;RA9DA;2002-05-03;W
SV-23;RU9CY;2002-03-29;W
SV-24;UA9CK;2020-10-21;W
SV-25;RW9CG;2015-05-02;W
SV-27;RV9DC;2015-01-10;W
SV-28;UA9CUA;2015-03-21;W
SV-30;RK9CZO;2007-08-19;W
SV-35;RA9CAD;2024-10-26;W
SV-38;RX9CET;2024-10-13;W
SV-42;UD8D;2023-12-08;W
SV-45;RY9C;2006-03-19;W
SV-48;RV9CX;2023-11-22;W
SV-51;R8CGO;2024-01-27;W
SV-53;RA9CUU;2020-11-24;W
SV-63;RA9CIN;2024-03-03;W
SV-66;UA9CLB;2007-08-18;W
TA-04;UA4PBT;2024-03-09;W
TA-06;UA4PAN;2002-10-25;W
TA-07;RW4PL;2007-08-18;W
TA-09;R4PCO;2024-01-12;W
TA-10;RA4PIS;2023-11-17;W
TA-12;RW4PEI;2020-10-30;W
TA-14;RK4PA;2024-04-28;W
TA-15;RW4PP;2021-06-04;W
TA-16;UA4POO;2023-12-07;W
TA-17;R4RM;2024-01-22;W
TA-19;R4PEP;2024-01-02;W
TA-20;UA4WKW;2007-03-17;W
TA-22;UA4PPQ;2024-01-02;W
TA-26;UA4PJM;2006-03-18;W
TA-28;RU4PH;2023-12-18;W
TA-37;R4QO;2020-11-02;W
TA-39;UA4PT;2005-11-16;W
TA-42;RA4PPB;2006-03-18;W
TA-44;RK4PR;2015-01-01;W
TA-61;R4PQ;2020-11-29;W
TB-01;RX3RXX;2007-03-17;W
TB-02;RA3R;2020-11-19;W
TB-03;UA3RMH;2021-01-20;W
TB-06;RN3RQ;2007-03-17;W
TB-07;UA3RN;2024-08-30;W
TB-08;RA3RGQ;2021-07-25;W
TB-09;RN3RFS;2015-04-11;W
TB-12;RV3RM;2006-08-19;W
TB-13;UA3RMB;2024-03-02;W
TB-14;RA3RPW;2021-02-18;W
TB-15;R2RAU;2024-02-24;W
TB-20;RC2R;2023-11-23;W
TB-21;UA3RRT;2020-11-28;W
TB-29;R2RDA;2024-03-10;W
TB-30;UA3RUZ;2023-12-07;W
TL-01;R3PAV;2013-10-04;W
TL-02;R3PY;2024-01-07;W
TL-03;RM5P;2023-12-06;W
TL-05;R3PIT;2020-11-20;W
TL-11;UB3PEH;2020-11-03;W
TL-14;R2PE;2024-01-09;W
TL-17;RU3PU;2009-08-15;W
TL-21;RK3PWJ;2002-06-29;W
TL-24;R3PA;2013-08-23;W
TL-25;UA3PAB;2006-04-16;W
TL-26;RA3PLQ;2006-08-20;W
TL-27;RM5P;2023-12-06;W
TL-30;RA3PDG;2024-03-23;W
TL-31;R3PAN;2020-10-21;W
TL-32;R3PLN;2023-11-23;W
TL-33;RA3PCI;2009-08-15;W
TL-35;RA3PN;2023-11-28;W
TN-01;RK9LWA;2007-08-19;W
TN-02;UA9LP;2005-03-19;W
TN-03;RA9JX;2007-08-18;W
TN-06;UA9LCY;2006-03-19;W
TN-20;RA9LAN;2013-10-11;W
TN-23;UA9LDT;2024-08-22;W
TN-24;R9LM;2024-08-08;W
TN-30;R8LCA;2020-10-28;W
TO-01;RA9HL;2024-01-24;W
TO-03;RA9H;2020-12-09;W
TO-04;RW9HA;2007-08-19;W
TO-09;R75SHK;2024-03-24;W
TO-12;RA9HBQ;2024-03-10;W
TO-15;RA9HO;2023-11-28;W
TO-22;RU9HM;2014-09-05;W
TO-23;RW9HA;2006-08-19;W
TU-01;R0WY;2020-12-13;W
TU-08;R9OY;2013-09-02;W
TV-02;R3IX;2024-01-07;W
TV-04;RV3IC;2005-03-19;W
TV-19;RA3ID;2015-05-15;W
TV-21;UA3IAG;2006-07-21;W
TV-25;R2IN;2024-01-02;W
TV-29;RU3DX;2004-03-21;W
TV-30;UA3IAJ;2006-08-18;W
TV-39;UA3IHJ;2024-02-06;W
TV-50;UA3ICV;2006-03-17;W
TV-51;UB3IBX;2024-01-07;W
UD-01;UA4WEL;2020-11-23;W
UD-02;RD4WA;2005-08-20;W
UD-03;RK4W;2015-03-22;W
UD-04;R4WL;2020-12-08;W
UD-05;UA4WI;2009-08-16;W
UD-06;RU4WG;2002-08-28;W
UD-08;R4WBQ;2024-01-24;W
UD-11;RZ4WZ;2013-08-30;W
UD-17;RK4WWF;2009-08-16;W
UD-34;RK4WWF;2007-08-18;W
UL-02;RA4LY;2015-04-12;W
UL-03;R4ML;2023-11-19;W
UL-04;UA4LCH;2005-03-18;W
UL-06;UA4LDP;2007-08-18;W
UL-08;R4MA;2024-03-02;W
UL-11;UA4LND;2023-12-24;W
UL-14;UA4LDP;2007-08-19;W
UL-16;UA4LU;2006-08-19;W
UL-17;RW4LMR;2015-04-23;W
UL-20;R4LD;2015-03-21;W
UL-21;R100HVS;2024-10-04;W
UL-22;R4LAZ;2024-01-23;W
UL-25;RA4LFN;2020-10-31;W
VG-01;RZ4AWB;2002-10-26;W
VG-02;RZ4AZ;2021-01-03;W
VG-04;RA4AUY;2024-01-09;W
VG-05;RN4ABD;2013-11-10;W
VG-06;RZ4AT;2023-12-13;W
VG-07;RA4AAT;2020-11-26;W
VG-08;R35DRA;2024-02-24;W
VG-09;RC4AC;2024-03-10;W
VG-10;RN4ACQ;2005-10-30;W
VG-11;UA4ATB;2014-03-15;W
VG-13;RD4AN;2024-01-12;W
VG-18;RZ4AZZ;2007-08-18;W
VG-22;RV4AS;2024-08-27;W
VG-30;UA4AOC;2023-12-25;W
VG-31;UA4ARS;2024-01-23;W
VG-36;RU4A;2015-02-21;W
VG-41;R4ADD;2023-12-23;W
VG-43;RN4ACX;2024-03-13;W
VL-02;RA3VMD;2021-01-04;W
VL-03;RA3VX;2024-02-04;W
VL-06;RU3VV;2015-03-21;W
VL-07;RX3VF;2023-11-22;W
VL-09;UA3VQL;2004-03-20;W
VL-14;R3VE;2024-01-07;W
VL-17;UA3VVA;2020-12-07;W
VL-18;RU3DNN;2023-12-22;W
VL-23;RA3VMK;2024-10-25;W
VL-28;UA3VBD;2024-01-19;W
VO-01;UA1QV;2004-03-20;W
VO-02;R1QAM;2023-11-28;W
VO-03;RT1Q;2024-01-09;W
VO-04;RK1QWB;2007-03-18;W
VO-09;R1IE;2024-04-15;W
VO-12;RU1QQ;2009-08-16;W
VO-21;RA1QFT;2015-05-29;W
VR-02;RZ3OA;2015-01-14;W
VR-03;RU3QW;2005-10-29;W
VR-04;RU3QR;2020-11-18;W
VR-05;RQ2Q;2015-01-10;W
VR-06;RN3KL;2013-10-13;W
VR-07;RV3QR;2005-09-03;W
VR-09;UA3QUP;2020-11-21;W
VR-15;R3KAB;2020-11-14;W
VR-17;R2OM;2013-10-11;W
VR-19;RA3QH;2020-10-31;W
VR-21;RA3QBQ;2023-11-19;W
VR-22;RN3QIS;2005-03-18;W
VR-26;RL3QJ;2020-11-29;W
VR-27;UA3QNA;2024-01-08;W
VR-28;RQ2Q;2020-12-06;W
VR-29;RU3KA;2024-09-09;W
VR-30;RN3QTS;2020-11-04;W
VR-31;RA3QAL;2021-01-17;W
VR-32;RA3QN;2006-08-20;W
VR-37;RN3QN;2023-03-03;W
VR-38;R5KH;2024-10-13;W
VR-39;RZ3QM;2006-07-25;W
VR-40;RN3QO;2002-03-30;W
VR-41;UB3KCE;2020-11-21;W
VR-43;UA3QQG;2013-09-25;W
VR-44;RA3QSV;2024-01-05;W
YA-01;RA0QC;2007-03-17;W
YA-15;UA0QQL;2024-03-06;W
YA-18;RA0QC;2007-03-18;W
YA-21;RX0QA;2007-08-18;W
YN-01;UA9KW;2009-08-15;W
YN-05;R8KAN;2023-11-19;W
YN-06;RA9KT;2013-08-23;W
YN-07;R9KC;2007-08-17;W
YN-09;UA9KB;2014-03-15;W
YN-10;UA9KW;2009-08-16;W
YN-14;RV7B;2024-03-06;W
YR-01;R3MB;2023-12-21;W
YR-02;RD3M;2024-03-09;W
YR-03;R3MD;2002-11-20;W
YR-04;RK3MWD;2006-03-19;W
YR-05;R3MW;2023-12-20;W
YR-06;RK3MWL;2009-08-16;W
YR-07;RK3MXT;2024-04-20;W
YR-09;UA3MIF;2005-03-19;W
YR-14;RK3AW;2024-10-05;W
YR-15;RK5M;2024-08-29;W
YR-18;R2DX;2024-08-09;W
YR-22;RK3MXT;2009-08-15;W
YR-24;RK3MWL;2007-08-19;W
YR-25;RN5M;2024-09-05;W
YR-28;R3MDA;2024-03-23;W
ZK-01;RK0UT;2009-08-15;W
ZK-03;R0UAR;2020-11-17;W
ZK-04;R0UT;2024-01-12;W
ZK-18;RW0UU;2007-08-18;W
